pattern;file;grep;hyperscan;re2g;srm;dot-net;cap;rust;go;ruby;php;perl;python;java;node;grep-matches;hyperscan-matches;re2g-matches;srm-matches;dot-net-matches;cap-matches;rust-matches;go-matches;ruby-matches;php-matches;perl-matches;python-matches;java-matches;node-matches;file size [MG]
(__proto__|setPrototype).{0,50}prototype;../runGen4/random/random50000.txt;0.06;0.08;0.22;0.81;2.68;1.09;0.04;4.68;1.46;3.12;0.09;0.76;1.3;0.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.4288
