pattern;file;grep;hyperscan;re2g;srm;dot-net;cap;rust;go;ruby;php;perl;python;java;node;grep-matches;hyperscan-matches;re2g-matches;srm-matches;dot-net-matches;cap-matches;rust-matches;go-matches;ruby-matches;php-matches;perl-matches;python-matches;java-matches;node-matches;file size [MG]
uid=[a-z0-9A-Z]{3,6}&bh=[A-Z0-9]{16}&t=[0-9]&Cha=[A-Z0-9]{32};./attacks-gadget/bech2-between_9586_1.txt;2.67;0.1;0.14;1.32;2.11;1.76;0.09;0.26;0.58;0.08;0.41;0.41;2.99;0.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.0
