pattern;file;grep;hyperscan;re2g;srm;dot-net;cap;rust;go;ruby;php;perl;python;java;node;grep-matches;hyperscan-matches;re2g-matches;srm-matches;dot-net-matches;cap-matches;rust-matches;go-matches;ruby-matches;php-matches;perl-matches;python-matches;java-matches;node-matches;file size [MG]
"encoding\x3D[\x22\x27][^\x22\x27]{1024}";./attacks-gadget/bech1-above_00_1.txt;0.89;1.12;ERR;1.35;3.22;2.21;0.1;0.29;1.01;0.11;0.96;0.66;0.9;1.18;0;0;ERR;0;0;0;0;ERR;0;0;0;0;0;0;42.0
"session_id=\x22[^\x22]{0,1000}([\x60\x3b\x7c]|\x24\x28|%60|%3b|%7c|%26|%24%28)";./attacks-gadget/bech1-above_01_1.txt;0.86;1.05;0.41;1.79;21.81;2.34;0.3;0.24;3.32;0.53;2.72;1.57;3.95;2.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.7896
"version\x3D[\x22\x27][^\x22\x27]{1024}";./attacks-gadget/bech1-above_02_1.txt;0.92;1.12;ERR;1.29;3.12;2.24;0.1;0.26;1.1;0.12;1.02;0.67;0.9;1.16;0;0;ERR;0;0;0;0;ERR;0;0;0;0;0;0;42.0
"encoding\x3D[\x22\x27][^\x22\x27]{1024}";./attacks-gadget/bech1-above_00_1.txt;0.9;1.16;ERR;1.33;3.39;2.23;0.1;0.28;1.06;0.12;0.92;0.66;0.98;1.12;0;0;ERR;0;0;0;0;ERR;0;0;0;0;0;0;42.0
"session_id=\x22[^\x22]{0,1000}([\x60\x3b\x7c]|\x24\x28|%60|%3b|%7c|%26|%24%28)";./attacks-gadget/bech1-above_01_1.txt;0.89;0.99;0.42;1.66;25.76;2.34;0.32;0.31;3.32;0.52;2.81;1.58;3.74;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.7896
"version\x3D[\x22\x27][^\x22\x27]{1024}";./attacks-gadget/bech1-above_02_1.txt;0.92;1.11;ERR;1.35;2.97;2.3;0.1;0.3;1.09;0.12;0.94;0.68;0.94;1.07;0;0;ERR;0;0;0;0;ERR;0;0;0;0;0;0;42.0
