pattern;file;grep;hyperscan;re2g;srm;dot-net;cap;rust;go;ruby;php;perl;python;java;node;grep-matches;hyperscan-matches;re2g-matches;srm-matches;dot-net-matches;cap-matches;rust-matches;go-matches;ruby-matches;php-matches;perl-matches;python-matches;java-matches;node-matches;file size [MG]
"^[^\r\x20]+#[^\x22\r\x20]{2049}";./attacks-gadget/snort3-above-RN2_00_1.txt;18.48;0.18;ERR;0.62;0.59;0.66;1.41;0.29;2.65;0.82;0.35;0.14;1.03;2.07;0;0;ERR;0;0;0;0;ERR;0;0;0;0;0;0;49.96596
"^a\x3D[^\n]{1000,}";./attacks-gadget/snort3-above-RN2_01_1.txt;0.82;0.1;0.24;1.46;0.48;2.42;0.22;3.99;1.7;1.54;0.06;0.15;0.94;2.05;0;48069;0;0;0;0;0;0;0;48069;48069;0;0;0;49.078449
A{1000};./attacks-gadget/snort3-above_00_1.txt;0.42;0.04;TO;5.29;0.44;2.81;0.17;TO;TO;1.54;0.04;0.11;0.53;126.81;0;0;TO;0;0;0;0;TO;TO;0;0;0;0;0;49.098
"TIME_ZONE\s*=\s*((\x27[^\x27]{1000,})|(\x22[^\x22]{1000,}))";./attacks-gadget/snort3-above_01_1.txt;1.82;1.11;ERR;3.2;0.86;2.72;5.34;6.26;2.67;1.2;0.38;0.26;1.69;2.28;0;35037;ERR;0;0;0;0;0;1989;35037;35037;1989;0;0;49.96011
"\(((\s*(\x27[^\x27]*'|\x22[^\x22]+\x22)\s*,)\s*((\x27[^\x27]{1000})|(\x22[^\x22]{1000})))";./attacks-gadget/snort3-above_02_1.txt;1.65;0.16;ERR;3.79;11.57;1.24;9.61;0.28;2.85;0.45;2.37;1.42;2.36;2.33;0;4590;ERR;0;0;0;0;0;1530;4590;4590;1530;0;0;49.673745
"\((\s*((\x27[^\x27]{1000})|(\x22[^\x22]{1000}))|\s*(\x27[^\x27]*'|\x22[^\x22]+\x22)\s*,\s*(true|false)\s*,\s*((\x27[^\x27]{1000})|(\x22[^\x22]{1000})))";./attacks-gadget/snort3-above_03_1.txt;3.28;0.41;ERR;TO;4.38;2.96;9.67;10.69;7.9;1.8;0.57;0.34;1.31;2.52;0;37995;ERR;TO;0;0;0;0;13770;37995;37995;13770;0;0;49.79691
"\(\s*((\x27[^\x27]{1000})|(\x22[^\x22]{1000}))";./attacks-gadget/snort3-above_04_1.txt;1.63;0.06;ERR;TO;8.02;2.41;3.58;9.14;5.34;3.26;0.06;0.14;0.67;2.15;0;0;ERR;TO;0;0;0;0;0;0;0;0;0;0;43.39654
"\(\s*((\x27[^\x27]{1000})|(\x22[^\x22]{1000}))|((\s*(\x27[^\x27]*'|\x22[^\x22]+\x22)\s*,)\s*((\x27[^\x27]{1000})|(\x22[^\x22 ]{1000})))";./attacks-gadget/snort3-above_05_1.txt;3.18;0.13;ERR;49.67;39.38;2.76;15.1;28.24;25.71;6.91;0.15;0.22;0.95;3.18;0;3080;ERR;0;0;0;0;0;1645;3080;3080;1645;0;0;49.80983
"\(\s*((\x27[^\x27]{1000})|(\x22[^\x22]{1000}))|((\s*(\x27[^\x27]*'|\x22[^\x22]+\x22)\s*,)\s*((\x27[^\x27]{1000})|(\x22[^\x22]{1000})))";./attacks-gadget/snort3-above_06_1.txt;3.3;0.11;ERR;67.59;47.93;2.65;13.99;29.23;26.27;6.69;0.1;0.2;0.84;3.31;0;0;ERR;0;0;0;0;0;0;0;0;0;0;0;48.89065
"\(\s*(\x27[^\x27]*'|\x22[^\x22]+\x22)\s*,\s*(true|false)\s*,\s*((\x27[^\x27]{1000})|(\x22[^\x22]{1000}))";./attacks-gadget/snort3-above_07_1.txt;1.61;0.14;ERR;4.18;4.52;1.28;7.6;0.26;1.6;0.1;0.04;0.19;1.28;1.9;0;2704;ERR;0;0;0;0;0;2028;2704;2704;2028;0;0;49.510916
"\(\s*(\x27[^\x27]{1024,}|\x22[^\x22]{1024,})";./attacks-gadget/snort3-above_08_1.txt;1.78;0.12;ERR;3.19;6.49;2.44;5.64;0.28;3.87;2.0;0.62;0.55;1.45;2.09;0;10304;ERR;0;0;0;0;ERR;240;10320;10320;240;0;0;42.513936
"\(\s*(\x27[^\x27]{1075,}|\x22[^\x22]{1075,})";./attacks-gadget/snort3-above_09_1.txt;1.95;0.06;ERR;3.89;10.32;3.08;4.96;0.26;6.43;4.39;0.06;0.16;0.63;2.42;0;0;ERR;0;0;0;0;ERR;0;0;0;0;0;0;47.377974
"\(\s*TIMESTAMP\s*(\s*(\x27[^\x27]+'|\x22[^\x22]+\x22)\s*,)\s*((\x27[^\x27]{1000})|(\x22[^\x22]{1000}))";./attacks-gadget/snort3-above_10_1.txt;1.8;0.12;ERR;3.95;3.94;1.31;6.9;0.24;1.34;0.06;0.03;0.18;1.51;1.9;0;1320;ERR;0;0;0;0;0;880;1320;1320;880;0;0;49.87356
"\x3Clocation\x3D.+smb\x3A\x2F\x2F.{1000}.+\x3C\x2Flocation\x3E";./attacks-gadget/snort3-above_11_1.txt;0.06;0.07;0.15;1.48;4.79;1.11;0.01;0.24;0.88;0.28;0.02;0.38;1.26;1.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.334508
"^[\x20-\x7f]{1,5}[^\x20-\x7f]{1,5}.{5000,}$";./attacks-gadget/snort3-above_13_1.txt;TO;0.28;ERR;4.35;0.46;1.65;2.36;0.27;2.19;0.25;0.03;0.22;0.63;2.58;TO;5610;ERR;0;0;0;0;ERR;0;5610;5610;0;0;0;49.078524
^[a-f0-9]{100,2000}$;./attacks-gadget/snort3-above_15_1.txt;6.59;0.18;ERR;1.44;0.74;2.37;0.19;0.26;4.82;14.35;0.33;0.69;0.98;1.17;0;0;ERR;0;0;0;0;ERR;0;0;0;0;0;0;49.098
^[a-z0-9+/]{4000,};./attacks-gadget/snort3-above_16_1.txt;15.97;0.07;ERR;3.11;0.42;2.48;0.14;0.26;2.16;0.5;0.09;0.34;1.3;1.13;0;0;ERR;0;0;0;0;ERR;0;0;0;0;0;0;50.0
