pattern;file;grep;hyperscan;re2g;srm;dot-net;cap;rust;go;ruby;php;perl;python;java;node;grep-matches;hyperscan-matches;re2g-matches;srm-matches;dot-net-matches;cap-matches;rust-matches;go-matches;ruby-matches;php-matches;perl-matches;python-matches;java-matches;node-matches;file size [MG]
"^SITE\s+CHOWN\s[^\n]{100}";./attacks-gadget/bech2-between_9241_1.txt;0.04;0.04;0.04;0.49;0.28;0.54;0.0;0.29;0.08;0.03;0.01;0.04;0.44;0.71;1;1;1;1;1;1;1;0;1;1;1;1;1;1;42.0
"^SITE\s+CPWD\s[^\n]{100}";./attacks-gadget/bech2-between_9242_1.txt;0.03;0.04;0.01;0.5;0.3;0.51;0.02;0.28;0.07;0.02;0.02;0.06;0.48;0.76;1;1;1;1;1;1;1;0;1;1;1;1;1;1;42.0
"^SITE\s+NEWER\s[^\n]{100}";./attacks-gadget/bech2-between_9243_1.txt;0.03;0.04;0.01;0.46;0.28;0.52;0.0;0.27;0.09;0.02;0.03;0.05;0.45;0.7;1;1;1;1;1;1;1;0;1;1;1;1;1;1;42.0
"^SITE\s+ZIPCHK\s[^\n]{100}";./attacks-gadget/bech2-between_9244_1.txt;0.03;0.04;0.04;0.48;0.29;0.51;0.01;0.22;0.07;0.02;0.03;0.05;0.46;0.72;1;1;1;1;1;1;1;0;1;1;1;1;1;1;42.0
"^Authorization\x3a\s*Negotiate\s*((YE4G.{40}LgMc)|(YIIQ.{40}QUFB))";./attacks-gadget/bech3-between_9280_1.txt;0.04;0.05;0.03;0.63;0.38;0.68;0.04;0.28;0.2;0.02;0.02;0.64;0.63;1.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.851476
"^PWD\s.{190}";./attacks-gadget/bech3-between_9344_1.txt;0.03;0.03;0.02;0.48;0.27;0.52;0.01;0.28;0.08;0.03;0.02;0.05;0.42;0.75;1;1;1;1;1;1;1;0;1;1;1;1;1;1;42.0
"^RNFR\s[^\n]{200}";./attacks-gadget/bech3-between_9350_1.txt;0.05;0.04;0.02;0.49;0.3;0.53;0.0;0.26;0.08;0.03;0.03;0.05;0.44;0.74;1;1;1;1;1;1;1;0;1;1;1;1;1;1;42.0
"^SITE\s+CHMOD\s[^\n]{200}";./attacks-gadget/bech3-between_9357_1.txt;0.05;0.03;0.02;0.5;0.3;0.5;0.01;0.28;0.08;0.02;0.02;0.06;0.42;0.77;1;1;1;1;1;1;1;0;1;1;1;1;1;1;42.0
"^STOU\s[^\n]{200}";./attacks-gadget/bech3-between_9367_1.txt;0.04;0.03;0.02;0.48;0.3;0.55;0.0;0.28;0.07;0.03;0.02;0.06;0.44;0.72;1;1;1;1;1;1;1;0;1;1;1;1;1;1;42.0
"(.{1}\x20.{10}\x7f)|(.{10}\x7f.{1}\x20)";./attacks-gadget/yang2010-between_00_1.txt;0.16;0.79;0.03;0.48;0.28;0.5;0.0;0.28;0.08;0.01;0.02;0.04;0.38;0.72;0;1;1;1;1;1;1;0;1;1;1;1;1;1;41.200164
