pattern;file;grep;hyperscan;re2g;srm;dot-net;cap;rust;go;ruby;php;perl;python;java;node;grep-matches;hyperscan-matches;re2g-matches;srm-matches;dot-net-matches;cap-matches;rust-matches;go-matches;ruby-matches;php-matches;perl-matches;python-matches;java-matches;node-matches;file size [MG]
"&itwm=[A-Za-z0-9\-\_]{29,35}";../runGen4/random/random50000.txt;0.03;0.06;0.06;ERR;ERR;ERR;0.0;0.45;1.05;3.09;0.08;0.15;0.65;0.83;0;0;0;ERR;ERR;ERR;ERR;0;0;0;0;0;0;0;52.4288
