pattern;file;grep;hyperscan;re2g;srm;dot-net;cap;rust;go;ruby;php;perl;python;java;node;grep-matches;hyperscan-matches;re2g-matches;srm-matches;dot-net-matches;cap-matches;rust-matches;go-matches;ruby-matches;php-matches;perl-matches;python-matches;java-matches;node-matches;file size [MG]
"[?&]\w+=[^&]{1023}";../runGen4/random/random50000.txt;2.83;0.1;ERR;61.97;2.8;1.59;0.5;0.29;1.3;2.93;0.04;0.11;0.51;0.94;0;0;ERR;0;0;0;0;ERR;0;0;0;0;0;0;52.4288
