pattern;file;grep;hyperscan;re2g;srm;dot-net;cap;rust;go;ruby;php;perl;python;java;node;grep-matches;hyperscan-matches;re2g-matches;srm-matches;dot-net-matches;cap-matches;rust-matches;go-matches;ruby-matches;php-matches;perl-matches;python-matches;java-matches;node-matches;file size [MG]
"^[\w-]{1,50}$";../runGen4/random/random50000.txt;0.03;0.04;0.04;2.83;0.59;1.68;3.15;0.35;1.58;3.19;0.09;0.82;1.01;0.8;3;190;190;190;190;190;190;190;190;190;190;190;190;190;52.4288
