pattern;file;grep;hyperscan;re2g;srm;dot-net;cap;rust;go;ruby;php;perl;python;java;node;grep-matches;hyperscan-matches;re2g-matches;srm-matches;dot-net-matches;cap-matches;rust-matches;go-matches;ruby-matches;php-matches;perl-matches;python-matches;java-matches;node-matches;file size [MG]
"^.{84}.*\[wW][iI][nN][rR][eE][gG]\x20";../runGen4/random/random50000.txt;0.21;0.08;0.2;1.58;4.21;1.27;0.15;2.46;2.3;3.18;0.07;0.82;1.1;0.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.4288
