pattern;file;grep;hyperscan;re2g;srm;dot-net;cap;rust;go;ruby;php;perl;python;java;node;grep-matches;hyperscan-matches;re2g-matches;srm-matches;dot-net-matches;cap-matches;rust-matches;go-matches;ruby-matches;php-matches;perl-matches;python-matches;java-matches;node-matches;file size [MG]
^([a-z]+[a-z '-.,]*){0,32}$;./attacks/rathnayake-rxxr2/stackoverflow-between14_2_3.txt;TO;0.09;0.16;1.48;TO;0.5;0.1;0.25;TO;0.11;TO;TO;TO;TO;TO;0;0;0;TO;0;0;0;TO;0;TO;TO;TO;TO;50.0
^([A-Za-z']+( [A-Za-z']+)*){3,30}$;./attacks/rathnayake-rxxr2/stackoverflow-between14_2_8.txt;TO;0.11;0.11;1.36;TO;0.56;0.11;0.93;TO;0.11;TO;TO;TO;TO;TO;0;0;0;TO;0;0;0;TO;0;TO;TO;TO;TO;50.000001
"^([a-zA-Z0-9\s,.]+){50,}$";./attacks/rathnayake-rxxr2/stackoverflow-between14_2_12.txt;0.02;0.0;0.0;0.4;TO;0.4;0.0;0.23;TO;0.01;TO;TO;TO;TO;0;0;0;0;TO;0;0;0;TO;0;TO;TO;TO;TO;12.500043
"^([a-zA-Z0-9\s,.]+){50,}$";./attacks/rathnayake-rxxr2/stackoverflow-between14_2_15.txt;0.02;0.01;0.0;0.39;0.13;0.47;0.0;0.39;0.4;0.01;0.02;0.19;0.24;0.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.500006
^([A-Za-z0-9]+[A-Za-z0-9, .!@#$%^&*()_]*){3,25}$;./attacks/rathnayake-rxxr2/stackoverflow-between14_2_20.txt;TO;0.08;0.18;1.42;TO;0.48;0.12;0.23;TO;0.15;TO;TO;TO;TO;TO;0;0;0;TO;0;0;0;TO;0;TO;TO;TO;TO;50.000001
"(?i)"", ""Tax ID.{18}\s*\d{3}(?:\s*\d+)*((?i)[a-z]+(?:\s[a-z]+)*)";./attacks/rathnayake-rxxr2/stackoverflow-between14_2_23.txt;0.04;0.16;0.16;1.76;TO;1.26;0.1;0.52;TO;0.11;TO;TO;TO;ERR;0;0;0;0;TO;0;0;0;TO;0;TO;TO;TO;ERR;49.999999
"(?i)"", ""Tax ID.{18}\s*\d{3}(?:\s*\d+)*((?i)[a-z]+(?:\s[a-z]+)*)";./attacks/rathnayake-rxxr2/stackoverflow-between14_2_25.txt;0.04;0.17;0.16;1.64;TO;1.2;0.1;0.25;TO;0.08;TO;TO;TO;ERR;0;0;0;0;TO;0;0;0;TO;0;TO;TO;TO;ERR;49.999995
"^(\d+[\s\r\n\t,]*){1,100}$";./attacks/rathnayake-rxxr2/stackoverflow-between14_2_27.txt;0.09;0.42;0.18;1.91;TO;0.73;0.12;0.24;TO;0.1;TO;TO;TO;TO;0;0;0;0;TO;0;0;0;TO;0;TO;TO;TO;TO;50.000001
"^[^-\s]([a-z0-9]|[a-z0-9\s-]){3,50}[^-\s]+$";./attacks/rathnayake-rxxr2/stackoverflow-between14_2_33.txt;TO;0.04;0.02;0.8;0.35;0.58;0.01;0.3;2.43;0.02;0.02;0.69;0.52;0.86;TO;0;0;0;0;0;0;0;0;0;0;0;0;0;49.999999
"^[a-z](\w+\.?\w*[a-z0-9]){5,17}@[a-z]((a-z0-9\-]{1,25}\.[a-z]{2,4})|([a-z0-9\-]{1,25}\.[a-z]{2,3}\.[a-z]{2,3}))$";./attacks/rathnayake-rxxr2/stackoverflow-between14_2_39.txt;0.04;0.09;0.17;1.98;TO;1.18;TO;0.28;TO;0.08;0.03;TO;TO;TO;0;0;0;0;TO;0;TO;0;TO;0;0;TO;TO;TO;50.000003
"/w+"", ""(\w+\.?\w*[a-z0-9]){5,17}"", ""\w"", ""/w*"", ""{5,17}";./attacks/rathnayake-rxxr2/stackoverflow-between14_2_74.txt;0.07;0.05;0.17;2.22;TO;1.47;0.03;0.26;TO;0.1;0.02;TO;TO;TO;0;0;0;0;TO;0;0;0;TO;0;0;TO;TO;TO;50.0
"%(.|\r\n|\r|\n){0,150}%"", ""%[^%]{0,150}%";./attacks/rathnayake-rxxr2/stackoverflow-between14_2_81.txt;0.12;ERR;0.0;0.27;0.07;ERR;0.0;0.27;0.06;0.0;0.02;0.02;0.06;0.61;0;ERR;0;0;Time: 0 ms###File is empty.;ERR;0;0;0;0;0;0;0;0;0.0
"(.+\.)*"", ""\s*"", ""([^\.\s]{30,})"", ""ADD CONSTRAINT \s*(.+\.)*([^\.\s]{30,})";./attacks/rathnayake-rxxr2/stackoverflow-between14_2_90.txt;0.02;0.05;0.16;1.63;TO;1.1;0.1;0.22;0.1;0.2;0.02;TO;TO;TO;0;0;0;0;TO;0;0;0;0;0;0;TO;TO;TO;50.000004
"(.+\.)*"", ""\s*"", ""([^\.\s]{30,})"", ""ADD CONSTRAINT \s*(.+\.)*([^\.\s]{30,})";./attacks/rathnayake-rxxr2/stackoverflow-between14_2_93.txt;0.04;0.05;0.16;1.63;TO;1.07;0.1;0.26;0.1;0.2;0.03;TO;TO;TO;0;0;0;0;TO;0;0;0;0;0;0;TO;TO;TO;50.000004
"(.+\.)*"", ""\s*"", ""([^\.\s]{30,})"", ""ADD CONSTRAINT \s*(.+\.)*([^\.\s]{30,})";./attacks/rathnayake-rxxr2/stackoverflow-between14_2_96.txt;0.04;0.04;0.16;1.62;TO;1.09;0.11;0.25;0.11;0.19;0.02;TO;TO;TO;0;0;0;0;TO;0;0;0;0;0;0;TO;TO;TO;50.000004
