pattern;file;grep;hyperscan;re2g;srm;dot-net;cap;rust;go;ruby;php;perl;python;java;node;grep-matches;hyperscan-matches;re2g-matches;srm-matches;dot-net-matches;cap-matches;rust-matches;go-matches;ruby-matches;php-matches;perl-matches;python-matches;java-matches;node-matches;file size [MG]
"\x20WebID\x20IISWebAgentIF.dll[^\n\x20\x20]*\x20Redirect\x20url=[^\n\x20\x20]{1024}";../runGen4/random/random50000.txt;0.82;0.06;ERR;0.66;0.51;1.0;0.06;0.27;1.96;3.05;0.06;0.1;0.57;0.76;0;0;ERR;0;0;0;0;ERR;0;0;0;0;0;0;52.4288
